"EmployeeID","EmployeeName","JobTitle","Email","Phone","Manager"
"9674","Dana Young","Business Analyst","dana_young@brlda.gov","	+1-277-592-9159x474","Robert Wang MD"
"9675","Stacy Gallegos","Statistician","stacy_gallegos@brlda.gov","001-614-468-4223x363","Jonathan Watson"
"9676","Nicole Peters","Business Analyst","nicole_peters@brlda.gov","9606260907","Shawn Rivera"
"9677","Mrs. Samantha Cook","Project Manager","mrs._samantha_cook@brlda.gov","2304793208","Stephen Watkins"
"9678","Dr. Brad Rice","Project Manager","dr._brad_rice@brlda.gov","(500)178-0802","David Reynolds"
"9679","Alexis Watson","Scrum Master","alexis_watson@brlda.gov","798-801-0001x1013","James Frost"
"9680","Zachary Dawson","Project Manager","zachary_dawson@brlda.gov","001-118-027-0610x89642","Diana Grant"
"9681","Anita Shields","Program Manager","anita_shields@brlda.gov","775-605-2079","Elizabeth Johnson"
"9682","Timothy Price","Program Manager","timothy_price@brlda.gov","810.784.7669x5886","Robin Rodriguez"
"9683","Kirsten Smith","Data Engineer","kirsten_smith@brlda.gov","037-421-1205x05927","Jonathan Dean"
"9684","Stephen Hayes","Statistician","stephen_hayes@brlda.gov","(912)196-2204x27579","Michelle Thompson"
"9685","Brandon Peck","Data Analyst","brandon_peck@brlda.gov","584-276-7528","Jon Cruz"
"9686","Maria Taylor","Machine Learning Engineer","maria_taylor@brlda.gov","815-518-7439x145","Jane Brown"
"9687","Michael Cherry","Quality Assurance Analyst","michael_cherry@brlda.gov","	+1-338-768-2775","Andrew Stark"
"9688","Michelle Thompson","Program Manager","michelle_thompson@brlda.gov","	+1-560-593-5098x22017","Mary Smith"
"9689","Matthew Carson MD","Business Analyst","matthew_carson_md@brlda.gov","(982)207-7386","Ronnie Lewis"
"9690","Joseph Ryan","Scrum Master","joseph_ryan@brlda.gov","	+1-784-318-4143","Richard Shaffer"
"9691","Whitney Mason","Project Manager","whitney_mason@brlda.gov","778.169.0992x919","Mr. Grant Hill"
"9692","Tony Jennings","Program Manager","tony_jennings@brlda.gov","092-196-4886","Vincent Stevens"
"9693","Patricia White","Data Scientist","patricia_white@brlda.gov","792.273.0168","Sherry Hall"
"9694","Stephanie Hatfield","Scrum Master","stephanie_hatfield@brlda.gov","	+1-585-148-6566","Aaron Miller"
"9695","Allen Gaines","Project Manager","allen_gaines@brlda.gov","236-406-9312x33896","Hector Glass"
"9696","Amber Morris","Program Manager","amber_morris@brlda.gov","861.747.1683","Jeffrey Price"
"9697","Christina Brooks","Machine Learning Engineer","christina_brooks@brlda.gov","408-554-8423x037","Melinda Lane"
"9698","Barbara Savage","Data Engineer","barbara_savage@brlda.gov","247-588-1411x449","Andre Caldwell"
"9699","Kevin Hicks","Program Manager","kevin_hicks@brlda.gov","387-330-9435","Devin Wilson"
"9700","Thomas Fitzpatrick","Statistician","thomas_fitzpatrick@brlda.gov","	+1-429-010-3446","Perry Lopez"
"9701","Jennifer Garcia","Business Analyst","jennifer_garcia@brlda.gov","(564)731-0767","Matthew Porter"
"9702","Michael Stokes","Program Manager","michael_stokes@brlda.gov","001-668-783-7851","Jason Lopez"
"9703","Gary Chaney","Quality Assurance Analyst","gary_chaney@brlda.gov","993-141-3111x92657","Jessica Marshall"
"9704","Daniel Lopez","Machine Learning Engineer","daniel_lopez@brlda.gov","048-789-9818x83233","Jacqueline Johnson"
"9705","Ann Montgomery","Statistician","ann_montgomery@brlda.gov","001-646-794-5421x07508","Kimberly Dixon"
"9706","Thomas Tran","Quality Assurance Analyst","thomas_tran@brlda.gov","775359542","Alexander Ali"
"9707","James Mcgee","Data Scientist","james_mcgee@brlda.gov","1344368003","Jeffrey Wise"
"9708","Lisa Vasquez","Data Analyst","lisa_vasquez@brlda.gov","3257027779","Roberto Weiss"
"9709","Maria Turner","Quality Assurance Analyst","maria_turner@brlda.gov","256-220-6585x5655","Lisa Salazar"
"9710","Kimberly Griffin","Program Manager","kimberly_griffin@brlda.gov","574.729.7598x970","Brandon Glass"
"9711","Danny Clark","Quality Assurance Analyst","danny_clark@brlda.gov","(290)105-2115x49185","Timothy James"
"9712","James Perez","Data Scientist","james_perez@brlda.gov","001-771-212-2108x4539","Danielle Ayers"
"9713","William Webb","Quality Assurance Analyst","william_webb@brlda.gov","	+1-914-631-9913x611","Valerie Li"
"9714","Alexander Oneal","Statistician","alexander_oneal@brlda.gov","	+1-257-096-9334","Jesse Garcia"
"9715","Shelley Smith","Project Manager","shelley_smith@brlda.gov","001-286-257-2831x68528","Thomas Trujillo"
"9716","Kristopher Cochran","Data Scientist","kristopher_cochran@brlda.gov","001-076-378-0423","John Phillips"
"9717","Anthony Donovan","Data Scientist","anthony_donovan@brlda.gov","645-512-7129","Carl Beard"
"9718","Emily Nelson","Scrum Master","emily_nelson@brlda.gov","	+1-188-505-1101x418","Shannon Gibson"
"9719","Sandra Rowe","Quality Assurance Analyst","sandra_rowe@brlda.gov","001-087-287-2105x829","Jasmine Weaver"
"9720","Douglas Vance","Program Manager","douglas_vance@brlda.gov","1940801258","Maria Weaver"
"9721","Cody Walker","Data Engineer","cody_walker@brlda.gov","8756141631","Carla Smith"
"9722","Mr. Ryan Hudson","Machine Learning Engineer","mr._ryan_hudson@brlda.gov","029.345.8281","Carla Smith"
"9723","Stephen Smith","Scrum Master","stephen_smith@brlda.gov","250.989.9731x1477","Donna Ross"
"9724","Eugene Todd","Data Scientist","eugene_todd@brlda.gov","(073)477-6417x52453","Benjamin Fleming"
"9725","Angela Kim","Data Analyst","angela_kim@brlda.gov","	+1-211-326-3343x25543","Denise Gilbert"
"9726","Gabrielle Camacho","Statistician","gabrielle_camacho@brlda.gov","001-396-527-9598x8122","Natalie Snyder"
"9727","Philip Lewis","Data Analyst","philip_lewis@brlda.gov","001-355-605-3432x64780","Sherry Rodriguez"
"9728","April Aguirre","Data Analyst","april_aguirre@brlda.gov","853.729.7261","Victoria Porter"
"9729","Jennifer Miller","Scrum Master","jennifer_miller@brlda.gov","337-436-9619","Rebecca Munoz"
"9730","Gary Barr","Program Manager","gary_barr@brlda.gov","602-271-0921","Jessica Jones"
"9731","Brenda Camacho","Scrum Master","brenda_camacho@brlda.gov","(997)263-4004x15925","Kevin Alvarado"
"9732","Heather Williams","Machine Learning Engineer","heather_williams@brlda.gov","671.920.2700x07020","Lori Sutton"
"9733","Patricia Luna","Data Analyst","patricia_luna@brlda.gov","479.093.9183x9223","Emily Harris"
"9734","Terri Owen","Statistician","terri_owen@brlda.gov","518-480-2674x93238","Christopher Murphy"
"9735","Roger Shaffer","Data Analyst","roger_shaffer@brlda.gov","464-056-3264","Chris Torres"
"9736","Jeremiah Peters","Statistician","jeremiah_peters@brlda.gov","001-952-597-2577","Jay Jones"
"9737","Erik Hill","Program Manager","erik_hill@brlda.gov","001-970-335-4151x561","Daniel Wilson"
"9738","Jasmine Brewer","Machine Learning Engineer","jasmine_brewer@brlda.gov","001-238-885-5884x39672","Michael Irwin"
"9739","Dawn Barber","Project Manager","dawn_barber@brlda.gov","044.536.9704","William George"
"9740","Dennis Martinez","Quality Assurance Analyst","dennis_martinez@brlda.gov","	+1-711-664-0116x221","Michael Casey"
"9741","Jacob Chang","Program Manager","jacob_chang@brlda.gov","030-977-1885x622","Sharon Pacheco"
"9742","Nancy Davis","Business Analyst","nancy_davis@brlda.gov","(175)033-5454x1552","Steven Crawford"
"9743","Matthew Suarez","Business Analyst","matthew_suarez@brlda.gov","317-332-0529x294","Chelsea Madden"
"9744","Rhonda Washington","Business Analyst","rhonda_washington@brlda.gov","(519)244-7000x8233","Timothy Nelson"
"9745","Nicole Johnson","Program Manager","nicole_johnson@brlda.gov","	+1-017-696-3227x361","Raven Price"
"9746","Jason Cook","Machine Learning Engineer","jason_cook@brlda.gov","946-421-3677x137","Matthew Herman"
"9747","Charles Williams","Data Analyst","charles_williams@brlda.gov","001-198-986-3484x047","April Ramirez MD"
"9748","Jon Smith","Scrum Master","jon_smith@brlda.gov","	+1-159-675-5463x55419","Mark Yates"
"9749","Robert Bowers","Program Manager","robert_bowers@brlda.gov","112-277-4457x06660","Nathan Ford"
"9750","Denise Torres","Statistician","denise_torres@brlda.gov","(555)775-5601x498","Jordan Peterson"
"9751","Kristen Valentine","Quality Assurance Analyst","kristen_valentine@brlda.gov","153-896-7172x567","Justin Harris"
"9752","Brandon Ibarra","Scrum Master","brandon_ibarra@brlda.gov","308-861-1570x39987","Christina Madden"
"9753","Todd Berger","Machine Learning Engineer","todd_berger@brlda.gov","587-213-3817x716","Jeanette Rosario"
"9754","Stephanie Wilson","Program Manager","stephanie_wilson@brlda.gov","(278)198-9967","Brittany Morrison MD"
"9755","Lauren Herring","Program Manager","lauren_herring@brlda.gov","(100)381-8196","Scott Stewart"
"9756","Victor Hernandez","Data Engineer","victor_hernandez@brlda.gov","1762001502","Michelle Simmons"
"9757","Theresa Kelly","Program Manager","theresa_kelly@brlda.gov","484.124.1071x4771","Amanda Calhoun"
"9758","Richard Rogers","Project Manager","richard_rogers@brlda.gov","001-652-801-9880","Andrew Cameron"
"9759","Anthony Moore","Project Manager","anthony_moore@brlda.gov","710-258-3052","Brenda Garcia"
"9760","Karen Nguyen","Data Scientist","karen_nguyen@brlda.gov","912-688-9117x61355","Pamela Hunter"
"9761","Kevin Whitaker","Data Scientist","kevin_whitaker@brlda.gov","	+1-559-378-5689","Vicki Simon"
"9762","Jamie Stafford","Machine Learning Engineer","jamie_stafford@brlda.gov","(816)103-5084x7492","Laura Smith"
"9763","Dawn Richards","Statistician","dawn_richards@brlda.gov","570-036-0774x375","Brendan Curtis"
"9764","Heather Jacobs","Statistician","heather_jacobs@brlda.gov","001-981-715-2974","Dorothy Murphy"
"9765","Alexis Dixon","Data Analyst","alexis_dixon@brlda.gov","894.988.4181x49085","Victor Smith"
"9766","Christopher Mclean","Quality Assurance Analyst","christopher_mclean@brlda.gov","075-431-4709","Rachel Mejia"
"9767","Monique Ruiz","Data Scientist","monique_ruiz@brlda.gov","(103)345-4563","Nicole Ray"
"9768","Kimberly Hayes","Statistician","kimberly_hayes@brlda.gov","789.009.7183x7412","James Rogers"
"9769","Emily Murray","Business Analyst","emily_murray@brlda.gov","(781)837-3627x5536","Steven White"
"9770","Elizabeth Roberts","Data Scientist","elizabeth_roberts@brlda.gov","3659350532","Kristen Harrison"
"9771","Manuel Cook","Data Analyst","manuel_cook@brlda.gov","765.705.0182","Melissa Thompson"
"9772","Brian Moore","Statistician","brian_moore@brlda.gov","646.964.5597","Andrew Davis"
"9773","David Gonzales","Data Scientist","david_gonzales@brlda.gov","	+1-819-269-3585x0513","Mitchell Saunders"
"9774","Edward Mendoza","Data Scientist","edward_mendoza@brlda.gov","(007)133-5081","Amanda Owen"
"9775","Amber Cummings","Program Manager","amber_cummings@brlda.gov","	+1-540-556-6351x50587","Matthew Marquez"
"9776","James Costa","Scrum Master","james_costa@brlda.gov","591-894-8500","Brad Hanson"
"9777","Holly Rice","Data Engineer","holly_rice@brlda.gov","	+1-685-137-7220","Deborah Thomas"
"9778","Christopher Solis","Data Analyst","christopher_solis@brlda.gov","011-678-1823x856","Ruth Chang"
"9779","Steven Gonzalez","Statistician","steven_gonzalez@brlda.gov","8544081093","Daniel Gonzalez"
"9780","Andrew Webb","Program Manager","andrew_webb@brlda.gov","001-461-975-8721x062","Christian Tucker"
"9781","Thomas Smith","Quality Assurance Analyst","thomas_smith@brlda.gov","621-092-3379x2009","Kelly Hicks"
"9782","Joshua Brewer","Project Manager","joshua_brewer@brlda.gov","(586)119-8171","Michele Graham"
"9783","William Fry","Statistician","william_fry@brlda.gov","001-734-722-0498x92470","Javier Middleton"
"9784","Benjamin French","Program Manager","benjamin_french@brlda.gov","702.356.2995x060","Jessica Carr"
"9785","Carrie Phillips","Business Analyst","carrie_phillips@brlda.gov","552.526.9837","Dana Brown"
"9786","David Jones","Program Manager","david_jones@brlda.gov","001-410-954-0767x734","Jorge Blair"
"9787","Courtney White","Statistician","courtney_white@brlda.gov","	+1-273-919-8592x3963","Tara Robles"
"9788","Rachel Hernandez","Data Engineer","rachel_hernandez@brlda.gov","(932)578-5791","Christina Donovan"
"9789","Julie Jones","Data Engineer","julie_jones@brlda.gov","	+1-033-183-9992x67987","Claudia Mcneil"
"9790","Mark Carter","Statistician","mark_carter@brlda.gov","560.119.4644","Michael Mayer"
"9791","William Williams","Quality Assurance Analyst","william_williams@brlda.gov","(413)742-0564x17746","Michelle Burns"
"9792","Donald Holt","Data Engineer","donald_holt@brlda.gov","376.102.6883x55667","Brandon Jackson"
"9793","Natalie West","Data Analyst","natalie_west@brlda.gov","013-854-4232","Zachary Mills MD"
"9794","Chelsea Mack","Data Analyst","chelsea_mack@brlda.gov","681-641-4118x836","Richard Andrews"
"9795","Tara Shepard","Business Analyst","tara_shepard@brlda.gov","118.231.7943x58653","Kathryn Robinson"
"9796","Susan Williams","Data Engineer","susan_williams@brlda.gov","001-547-439-2358x4025","Jessica Ochoa"
"9797","Jaime Brown","Scrum Master","jaime_brown@brlda.gov","703-542-3692x97765","Bobby Pearson"
"9798","William Woods","Business Analyst","william_woods@brlda.gov","001-270-020-6546","Mark Hansen"
"9799","Patrick Conrad","Data Engineer","patrick_conrad@brlda.gov","001-625-741-4868","Faith Peters"
"9800","Whitney Lee","Project Manager","whitney_lee@brlda.gov","(544)756-0697","Michelle Lee DDS"
"9801","Katherine Robbins","Data Engineer","katherine_robbins@brlda.gov","907-798-5024x7655","Molly Martinez"
"9802","Tyler Smith","Quality Assurance Analyst","tyler_smith@brlda.gov","(060)886-1641x134","Michael Harrell"
"9803","Jennifer Salinas","Machine Learning Engineer","jennifer_salinas@brlda.gov","022.034.7888","David Fisher"
"9804","Joseph Holmes","Data Analyst","joseph_holmes@brlda.gov","988-843-0602x5721","Krystal Brown"
"9805","Jason Alexander","Project Manager","jason_alexander@brlda.gov","(997)744-4757x4625","Justin Love"
"9806","Brian Lee","Program Manager","brian_lee@brlda.gov","	+1-130-646-3014x0034","Mary Jimenez"
"9807","Chelsea Young","Statistician","chelsea_young@brlda.gov","4965958504","Diane Powell"
"9808","Joseph Chen","Business Analyst","joseph_chen@brlda.gov","(519)679-3207x087","Heather Ochoa"
"9809","Karen Mcclure","Scrum Master","karen_mcclure@brlda.gov","001-546-272-3600","Jill Knight"
"9810","Christina Santiago","Program Manager","christina_santiago@brlda.gov","763-530-0383x426","Megan Reilly"
"9811","Sean Whitehead","Project Manager","sean_whitehead@brlda.gov","(245)401-5582x40070","Tammy Cox"
"9812","Stephanie Smith","Project Manager","stephanie_smith@brlda.gov","	+1-940-011-3045x401","Daniel Carter"
"9813","Tiffany Strong","Project Manager","tiffany_strong@brlda.gov","513-467-2817x714","David Bennett"
"9814","Brandy Li","Business Analyst","brandy_li@brlda.gov","1173026257","Amy Soto"
"9815","Michael Adams","Statistician","michael_adams@brlda.gov","647.777.1762x078","Dorothy Contreras"
"9816","Nicholas Young","Statistician","nicholas_young@brlda.gov","	+1-170-012-2852","Robert Cox"
"9817","Jacqueline Strickland","Machine Learning Engineer","jacqueline_strickland@brlda.gov","	+1-272-591-9960x48217","Theresa Bass"
"9818","Brian Curtis","Scrum Master","brian_curtis@brlda.gov","669.082.6168x610","Daniel Baker"
"9819","James Madden","Machine Learning Engineer","james_madden@brlda.gov","307.273.2209x386","Kathleen Ellis"
"9820","Nicholas Whitaker","Statistician","nicholas_whitaker@brlda.gov","192-330-9782x0430","Laurie Thomas"
"9821","Joyce Garcia","Machine Learning Engineer","joyce_garcia@brlda.gov","(002)903-8967x68796","Marie Ramsey"
"9822","Jordan Smith","Statistician","jordan_smith@brlda.gov","001-482-369-1200x3365","Lori Mann"
"9823","Joshua Lynch","Statistician","joshua_lynch@brlda.gov","885.868.2885x1933","Jennifer Harrison"
"9824","Danielle Anderson","Data Scientist","danielle_anderson@brlda.gov","660.464.9037","Brittany Williams"
"9825","Scott Smith","Data Scientist","scott_smith@brlda.gov","005-426-0558x89861","Elizabeth Roy"
"9826","Jerome Walters","Data Analyst","jerome_walters@brlda.gov","(148)480-9658","Paul Green"
"9827","Melissa Clark","Scrum Master","melissa_clark@brlda.gov","001-944-165-7454","Yvonne Nelson"
"9828","Chelsea Jones","Statistician","chelsea_jones@brlda.gov","	+1-767-565-7580x4090","Lori Morton"
"9829","Virginia Miller","Project Manager","virginia_miller@brlda.gov","834.412.5603x17381","Janice Hayden"
"9830","Anthony Berry","Business Analyst","anthony_berry@brlda.gov","(430)457-8615x676","Nathan Bartlett"
"9831","Maria Hayes","Data Engineer","maria_hayes@brlda.gov","986.626.6868x282","Melissa Aguilar"
"9832","Miranda Patel","Data Scientist","miranda_patel@brlda.gov","792.531.2621x82876","Christopher Sampson"
"9833","Victoria Perez","Quality Assurance Analyst","victoria_perez@brlda.gov","365-005-6081x7346","David Wilson"
"9834","Robert Pierce","Scrum Master","robert_pierce@brlda.gov","	+1-855-597-8317x7938","Dominique Swanson"
"9835","David Jones","Data Analyst","david_jones@brlda.gov","(236)977-6045x4790","Crystal Jones"
"9836","Daniel Little","Project Manager","daniel_little@brlda.gov","428.476.8464","James Cisneros"
"9837","Angela Miller","Scrum Master","angela_miller@brlda.gov","(342)872-6711x666","Diane Haynes"
"9838","Pamela Wilson","Machine Learning Engineer","pamela_wilson@brlda.gov","215.151.1327x59628","Ronald Vaughn"
"9839","Mr. Mario Ray","Scrum Master","mr._mario_ray@brlda.gov","001-631-523-8263x43824","Ashley Marshall"
"9840","Ian Rodriguez","Data Scientist","ian_rodriguez@brlda.gov","50385930","Kara Ray"
"9841","Larry Huff","Statistician","larry_huff@brlda.gov","(036)595-1700","Joshua Woodward"
"9842","Nicholas Rodriguez","Project Manager","nicholas_rodriguez@brlda.gov","	+1-470-918-2188x36050","David Sanchez"
"9843","Julie Reynolds","Machine Learning Engineer","julie_reynolds@brlda.gov","(851)960-5651","Jasmine Weaver"
"9844","Mark Solis","Project Manager","mark_solis@brlda.gov","(894)793-7075x734","Susan Murray"
"9845","Christopher Silva","Business Analyst","christopher_silva@brlda.gov","001-685-281-4266x783","Judy Mcclure"
"9846","Denise Oneal","Data Engineer","denise_oneal@brlda.gov","156.910.5661x38591","Jennifer Rivera"
"9847","Jacob Mitchell","Data Scientist","jacob_mitchell@brlda.gov","	+1-270-409-0322","Teresa Barajas"
"9848","Kim Novak","Data Engineer","kim_novak@brlda.gov","	+1-533-236-7325x25492","Christopher Franklin"
"9849","Heather Sellers","Machine Learning Engineer","heather_sellers@brlda.gov","001-751-748-3747","Brittany Walters"
"9850","Sarah Adams","Data Scientist","sarah_adams@brlda.gov","6044428965","Tony Jennings"
"9851","Randy Baker","Project Manager","randy_baker@brlda.gov","4985589190","Patricia Chen"
"9852","Timothy Norton","Quality Assurance Analyst","timothy_norton@brlda.gov","	+1-223-238-0038x5209","Melissa Harper"
"9853","Brandon Williams","Business Analyst","brandon_williams@brlda.gov","381.826.3668x11322","Max Ramos"
"9854","Lynn Cole","Data Scientist","lynn_cole@brlda.gov","812-937-4786","Ashley Williams"
"9855","Linda Higgins","Business Analyst","linda_higgins@brlda.gov","657-630-0749x73099","Robert Cox"
"9856","Steven Dillon MD","Quality Assurance Analyst","steven_dillon_md@brlda.gov","(134)364-0832","Jason Melendez"
"9857","Justin Thompson","Data Engineer","justin_thompson@brlda.gov","(201)292-1336x2888","Michael Oneal"
"9858","Rebecca Maynard","Data Analyst","rebecca_maynard@brlda.gov","709-203-7535x14510","James Peters"
"9859","Danny Griffin","Data Engineer","danny_griffin@brlda.gov","001-795-358-9816x526","Jodi Hoffman"
"9860","Joy Doyle","Project Manager","joy_doyle@brlda.gov","	+1-759-683-8940","Molly Wood"
"9861","Lauren Stewart","Business Analyst","lauren_stewart@brlda.gov","303-796-7373","Teresa Wade"
"9862","Angela Johnson","Data Scientist","angela_johnson@brlda.gov","(093)377-6023","Jorge Blair"
"9863","Hannah Berry","Program Manager","hannah_berry@brlda.gov","583.310.0959x68542","Amber Miles"
"9864","Shawn Nguyen","Machine Learning Engineer","shawn_nguyen@brlda.gov","219-262-9585","Rhonda Bennett"
"9865","Kenneth Wiley","Data Engineer","kenneth_wiley@brlda.gov","036-613-0115x159","Daniel Scott"
"9866","Joseph Garcia","Program Manager","joseph_garcia@brlda.gov","(198)390-1930","Sandy Mcpherson"
"9867","Melissa Dunn","Data Engineer","melissa_dunn@brlda.gov","001-337-129-3699x287","Holly Roach"
"9868","Nicole Campbell","Business Analyst","nicole_campbell@brlda.gov","(837)057-8322x0009","Cynthia Morris"
"9869","Sarah Mueller","Scrum Master","sarah_mueller@brlda.gov","112.585.9401","David Hall"
"9870","Bonnie Luna","Data Scientist","bonnie_luna@brlda.gov","001-736-415-9263x83732","Jacob Craig"
"9871","Jeffery Lopez","Scrum Master","jeffery_lopez@brlda.gov","(732)365-4348x527","Alyssa Clark"
"9872","Mrs. Paige Joseph","Data Scientist","mrs._paige_joseph@brlda.gov","663-227-4442x764","Lori Wilson"
"9873","Andrew Craig","Data Analyst","andrew_craig@brlda.gov","	+1-004-568-7686x88174","Allison Barnett"
"9874","Daniel Mitchell","Business Analyst","daniel_mitchell@brlda.gov","542-818-8487x711","Charles Mckay"
"9875","Chelsea Krueger","Data Analyst","chelsea_krueger@brlda.gov","854-536-8842x9042","Ian Brown"
"9876","Keith Dean","Program Manager","keith_dean@brlda.gov","920.353.3403","David Patterson"
"9877","Cheyenne Mills","Scrum Master","cheyenne_mills@brlda.gov","426.528.1968x39354","Joan Rodriguez"
"9878","Denise Lewis","Machine Learning Engineer","denise_lewis@brlda.gov","(249)000-7542x71662","Mark Bryant"
"9879","Michael Dalton","Scrum Master","michael_dalton@brlda.gov","974.225.7212x0727","Rebecca Ward"
"9880","Patricia Wells","Program Manager","patricia_wells@brlda.gov","001-053-880-4128x70213","Mark Wright"
"9881","Joe Collins","Quality Assurance Analyst","joe_collins@brlda.gov","1313714391","Jamie Howell"
"9882","James Allen","Statistician","james_allen@brlda.gov","987-413-7125","Stephen Gibbs"
"9883","Theresa Howard","Data Engineer","theresa_howard@brlda.gov","001-082-887-9367x907","Kathy Sanchez"
"9884","Curtis Taylor","Data Engineer","curtis_taylor@brlda.gov","001-415-109-6660x4646","Norma Watson"
"9885","Adam Mcclain","Data Scientist","adam_mcclain@brlda.gov","	+1-272-205-2469","Rebecca Maldonado"
"9886","Roger Roberts","Statistician","roger_roberts@brlda.gov","114.606.1684x13906","Randy Wheeler"
"9887","Curtis Miller","Statistician","curtis_miller@brlda.gov","	+1-783-144-0579x614","Richard Wagner"
"9888","John Walker","Data Scientist","john_walker@brlda.gov","530.305.8703","Teresa Lee"
"9889","Brian Lamb","Machine Learning Engineer","brian_lamb@brlda.gov","205-179-8279","Tonya Romero"
"9890","Ethan Anderson","Data Engineer","ethan_anderson@brlda.gov","705.216.4486x7054","Richard Shaffer"
"9891","Vickie Greene","Machine Learning Engineer","vickie_greene@brlda.gov","8948726481","Joel Ryan"
"9892","Teresa Maldonado","Data Analyst","teresa_maldonado@brlda.gov","	+1-668-248-7700x13920","Christopher Valenzuela"
"9893","Heather Mcdonald","Machine Learning Engineer","heather_mcdonald@brlda.gov","(258)427-2587x829","James Leonard"
"9894","Erica Martin","Statistician","erica_martin@brlda.gov","662-353-8620x10619","Spencer Wong"
"9895","Sheila Crawford","Statistician","sheila_crawford@brlda.gov","(563)060-8124","Amanda Velazquez"
"9896","Amy Baker","Data Scientist","amy_baker@brlda.gov","001-219-174-4706x02744","Randall Martinez"
"9897","Julie Allen","Data Analyst","julie_allen@brlda.gov","	+1-775-681-3063x71737","Jennifer Wilkerson"
"9898","Daniel Brown","Project Manager","daniel_brown@brlda.gov","738-726-3423x038","Justin Cook"
"9899","Jacqueline Johnson","Data Analyst","jacqueline_johnson@brlda.gov","(729)012-3996x43584","Shelby Mason"
"9900","Gregory Mitchell","Quality Assurance Analyst","gregory_mitchell@brlda.gov","949-255-2806x07078","Courtney Tucker"
"9901","Robert Robinson","Machine Learning Engineer","robert_robinson@brlda.gov","	+1-869-405-4776x818","Jesse Johnston"
"9902","Eric Morris","Program Manager","eric_morris@brlda.gov","	+1-447-619-3540","Sheila Skinner"
"9903","Jason Terry","Project Manager","jason_terry@brlda.gov","829-468-0037x1970","Stephanie Patel"
"9904","Randy Orr","Data Scientist","randy_orr@brlda.gov","	+1-391-027-5212x7863","Tanya Davis"
"9905","Donald Moses","Quality Assurance Analyst","donald_moses@brlda.gov","	+1-507-592-5811","Matthew Baker"
"9906","Stacey Simon","Business Analyst","stacey_simon@brlda.gov","	+1-721-540-0052x24081","Kelsey Johnson"
"9907","Ashley Watkins","Program Manager","ashley_watkins@brlda.gov","	+1-379-591-7309","Stephanie Mckenzie"
"9908","Jorge Martin","Data Engineer","jorge_martin@brlda.gov","(799)400-4096x744","Christopher Hubbard"
"9909","Elizabeth Lucero","Data Engineer","elizabeth_lucero@brlda.gov","647-211-2182","Allison Barnett"
"9910","Daniel Williams","Quality Assurance Analyst","daniel_williams@brlda.gov","419.746.5108","David Simmons"
"9911","Dominique Martinez","Scrum Master","dominique_martinez@brlda.gov","8282111717","Lisa Ramirez"
"9912","Mrs. Debbie Sweeney","Program Manager","mrs._debbie_sweeney@brlda.gov","	+1-381-900-8186x81378","Teresa Wade"
"9913","Christian Owens","Data Scientist","christian_owens@brlda.gov","377.620.1840","Joshua Santiago"
"9914","Heather Davis","Statistician","heather_davis@brlda.gov","223.312.4846","Kimberly Donaldson"
"9915","Barbara Harris","Statistician","barbara_harris@brlda.gov","608-152-7691x6560","Jacob Rubio"
"9916","John Christian","Data Engineer","john_christian@brlda.gov","886.814.8385","Lisa Kelly"
"9917","Alexandra Price","Data Scientist","alexandra_price@brlda.gov","(719)213-2118","Matthew Marquez"
"9918","Anita Roberts","Business Analyst","anita_roberts@brlda.gov","	+1-610-867-4047x658","Michael Casey"
"9919","Jordan Raymond","Program Manager","jordan_raymond@brlda.gov","	+1-982-500-5240x95853","John Mueller"
"9920","Daniel Booker","Data Analyst","daniel_booker@brlda.gov","(142)353-3646x863","James Dunn"
"9921","Edward Spencer","Scrum Master","edward_spencer@brlda.gov","001-489-652-0406x523","Kelsey Summers"
"9922","David Hardy","Business Analyst","david_hardy@brlda.gov","	+1-123-629-9093x0543","Mary Farrell PhD"
"9923","Matthew Williams","Data Engineer","matthew_williams@brlda.gov","564.225.1620x346","Karen Hill"
"9924","Eric Burgess","Business Analyst","eric_burgess@brlda.gov","9818879044","Barbara Castro"
"9925","Anita Vaughn","Data Scientist","anita_vaughn@brlda.gov","730.130.9559x6184","Amanda Holden"
"9926","Jacqueline Hill","Business Analyst","jacqueline_hill@brlda.gov","3442954088","Rachel Mejia"
"9927","Jonathan Young","Project Manager","jonathan_young@brlda.gov","(482)510-9888x774","David Lee"
"9928","Julia Steele","Machine Learning Engineer","julia_steele@brlda.gov","883-010-4676","Debbie Arnold"
"9929","Matthew Vaughan","Data Scientist","matthew_vaughan@brlda.gov","241.996.9223","Heather Kirk"
"9930","Kimberly Smith","Statistician","kimberly_smith@brlda.gov","308-395-9929x246","Judy Mcclure"
"9931","Kayla Watkins","Program Manager","kayla_watkins@brlda.gov","001-768-097-1045","Robert Rodriguez"
"9932","Stephen Mendoza","Program Manager","stephen_mendoza@brlda.gov","547.138.8088x495","Alan Martin"
"9933","Lauren Olson","Scrum Master","lauren_olson@brlda.gov","	+1-339-382-4100","Stephanie Washington"
"9934","Olivia Wilson","Data Engineer","olivia_wilson@brlda.gov","	+1-035-251-3255x554","Miss Alexis Osborne"
"9935","Jessica Rogers","Machine Learning Engineer","jessica_rogers@brlda.gov","001-026-605-8541x3841","Erin Cook"
"9936","Tyler Deleon","Statistician","tyler_deleon@brlda.gov","7069075516","Miss Jocelyn Dudley"
